feed_fe_percent,ore_mass_flow,solid_feed_percent,conc_fe,tail_fe,conc_mass,tail_mass,mass_pull_pct,fe_recovery_percent
37.54463042273378,98.96858127837329,27.9149745359151,55.260920000000034,12.653117515187795,57.976321683825994,41.00237923719944,58.58053226079238,86.22309156786616
37.32952638380775,100.49087446612016,27.103358104327256,55.260920000000034,12.653117515187795,57.976321683825994,41.00237923719944,57.69312088469518,85.40625201026903
37.181208558358634,100.87409430863033,27.16077833663241,55.260920000000034,12.653117515187795,57.976321683825994,41.00237923719944,57.473945199888455,85.4211901904791
37.26304600840812,100.27307650697729,27.14397462014407,55.260920000000034,12.653117515187795,57.976321683825994,41.00237923719944,57.81843312625582,85.74446133025263
37.10549075951785,99.77324383875266,27.36077679833498,55.220600769230785,12.653117515187795,57.96367095949019,41.00237923719944,58.09540587170593,86.45791090487074
36.994322580939624,99.29432578641625,27.798710054726417,55.18194278106512,12.656263320713832,58.17789388346535,41.00870498970755,58.591357988176455,87.39678789615873
37.0232565220693,99.89876524934725,28.233393308836334,55.11323786527083,12.65535318772139,58.295564062305495,41.46289360177924,58.3546392358302,86.86737512755728
36.80631352359146,99.36934851427363,28.462023850931537,55.095773301705144,12.658040578315896,58.23704898429155,41.87871296248984,58.60665271034383,87.72893948292901
36.854044585221935,100.10958638736173,28.3886695754166,55.027733570280105,12.657092079421776,57.974109417837354,41.96864197841061,57.9106472316384,86.46789525030599
36.75975721543772,98.63309974659872,28.308874767652355,54.930959120172375,12.659623252598784,57.67453453170282,42.00757198214348,58.473813232957504,87.3787774352126
36.741361396345575,100.84653714431488,28.192500754104024,54.856051766259895,12.658551844285665,57.76065415880128,41.970819548270356,57.275793293867686,85.51462881270679
37.321490239738424,99.5699777372885,28.354974691591238,54.7370280100061,12.658137426094564,57.52899257071557,42.00464117959416,57.77744846192853,84.73846554604867
36.59386120263132,100.5124650363542,28.310583501421483,54.68303262154221,12.6541125429629,57.65050081931784,42.032714659614825,57.35656845990825,85.70921463535949
36.26379257067635,101.02790694851167,28.13198593071659,54.625735459410585,12.650499604168939,57.22210238313252,42.15974076787599,56.63989694678665,85.31915190705436
36.32697923835513,100.47792714202104,28.035936482224454,54.59402566732959,12.644510682628798,57.608558876562284,42.026263697782454,57.334541540785544,86.16525508394986
36.36484012371322,100.9652038872333,27.881013641012323,54.72533502604898,12.645783294508371,57.845810506988826,42.37012122967428,57.29281800054209,86.21978397263919
36.314364017180964,98.11626801712941,27.905076773096038,54.60422924679936,12.650985045587689,57.739382908449684,42.0021188839238,58.84791999871967,88.48689495944656
36.756040189172964,99.71690025933452,27.900260028859375,54.451706459568854,12.64970664782136,57.58257686613973,42.367698401640396,57.74605580035508,85.54706283526808
36.45357567041805,101.34420410694355,27.80237377383089,54.37908474435005,12.643465332207512,57.387078376768315,42.88204745290768,56.625910561407686,84.4708682897077
36.55720356248135,100.78163322337245,27.83002386689165,54.35501368883076,12.638765882571064,57.43105067699692,43.05050570362286,56.98563204438919,84.72898657430036
36.95411195422,102.15883363043385,27.9547074015035,54.324250731588165,12.639372894399,56.61369952460997,43.23370370628324,55.41733153435724,81.46603595501053
36.633493441219514,102.0521226966189,27.807643080655787,54.42288891174657,12.637672715804516,56.96011380370158,42.85296034737622,55.814727120407795,82.91861922989678
36.688831384174804,100.68299425787377,27.838397659565203,54.41072779184404,12.648668451703308,57.383187603085645,42.668548609528344,56.99392238585324,84.52383681165034
36.50487658655881,100.17000746306292,28.065318972876195,54.4306132565194,12.644883547709334,57.50767584370901,43.030796149088964,57.41007443262357,85.60131825293472
36.80692556233283,99.50194365394351,28.161210908824277,54.542788927088836,12.644010354317471,58.260519255178,43.080243228235254,58.55214191373134,86.7662014373142
36.78214552090225,100.02660147865132,28.233692909300192,54.53263549359312,12.646421020871188,58.35738770671283,43.107421451381754,58.34186790717673,86.49674377448837
36.74506891890369,100.13295229267251,28.259479426155732,54.541714149903456,12.64989034759305,58.06080922771668,43.311773570960696,57.983718544534945,86.06682461758835
36.699146042359025,99.98181063990496,28.269464288731466,54.482754861479066,12.646974072161886,57.66439530454238,43.14801937854092,57.67488599724082,85.62288266393233
36.61175759770446,99.68395948663503,28.216255704480893,54.5242914532179,12.642296163279413,57.48789589378061,43.045522171521725,57.67015695387602,85.88564582059591
36.50476186785983,101.03027996330796,28.129553590776283,54.53544089428791,12.644691037782964,57.54252112775562,42.689282587939616,56.95571777951505,85.08767135093184
36.45734151247102,102.34189397974487,28.082765257227116,54.53357131956179,12.649187976839903,57.58030612632566,42.581021141681724,56.262693494534844,84.1587861601295
36.85040816199812,101.57381009181655,28.127696788259037,54.5191515812688,12.646567989403756,57.52063508831765,42.55345448588802,56.62939594007794,83.78161261173376
36.76155515436357,100.29724636646641,28.15526330714333,54.48973943462697,12.647406786815822,57.344753588551725,42.53986786243272,57.1748035624281,84.74723485610997
36.49997876210037,101.60924760446069,28.15397209605264,54.4477627290012,12.64327293758313,57.55702861871919,42.529542668856266,56.645462864535965,84.49919222761827
36.636828478400105,100.89895058313203,28.265191188851826,54.41095398707767,12.640164565798731,58.000588170666774,42.8343066878417,57.48383688379325,85.3717566063005
36.57394948976406,100.46608136329087,28.2984679599246,54.49201783820165,12.637725711864084,58.28233098204351,43.2774065083787,58.01194810345135,86.43277947783079
36.418854222540745,100.36151167323527,28.218785755387962,54.51869174658564,12.64253601315757,57.9930504688632,43.16587725421937,57.7841540068482,86.50235015320062
36.65232660046565,100.23058325225739,28.260822946235713,54.464156459437305,12.644073429622821,58.045812880406324,42.927376902787756,57.9122768689456,86.05574600201325
36.535719069532966,101.06438600688924,28.229072892279724,54.45999628273066,12.639192061023847,57.974988257387764,43.17041665683921,57.364409509632594,85.507158698863
36.42760620630244,100.55204111017865,28.178739344105946,54.43829771244964,12.640146180560595,57.77937567398199,43.09723761180739,57.462160922890625,85.87284615423894
36.319950823880774,99.70808174454446,28.170418863031284,54.38577166919978,12.637345894206122,57.54081032627671,43.00768788718542,57.70927423285331,86.4143078508673
36.29211117621418,99.71825016432669,28.066180034142832,54.4158979502768,12.631813835216596,57.542153624041376,43.02917905696809,57.70473662465706,86.52169735093639
36.4973366232997,100.90239415820862,28.019664209620682,54.40736412324726,12.635046462532163,57.69667054093729,42.88664042091945,57.180675465908706,85.24046187252054
