feed_fe_percent,ore_mass_flow,solid_feed_percent,conc_fe,tail_fe,conc_mass,tail_mass,mass_pull_pct,fe_recovery_percent
37.54463042273378,98.96858127837329,29.604214736730995,55.260920000000034,12.653117515187795,57.976321683825994,41.00237923719944,58.58053226079238,86.22309156786616
37.32952638380775,100.49087446612016,28.59811380600113,55.260920000000034,12.653117515187795,57.976321683825994,41.00237923719944,57.69312088469518,85.40625201026903
37.181208558358634,100.87409430863033,28.21214371861439,55.260920000000034,12.653117515187795,57.976321683825994,41.00237923719944,57.473945199888455,85.4211901904791
37.26304600840812,100.27307650697729,27.54784387072689,55.260920000000034,12.653117515187795,57.976321683825994,41.00237923719944,57.81843312625582,85.74446133025263
37.10549075951785,99.77324383875266,28.096034758777336,55.134450769230774,12.653117515187795,58.11702231130723,41.00237923719944,58.24910574746107,86.55140755310794
36.994322580939624,99.29432578641625,28.90272182390692,55.04731970414201,12.656396497867103,58.396923209182305,40.88091219652669,58.81194393201788,87.51180327642683
37.0232565220693,99.89876524934725,29.16961238228682,54.970085202548916,12.65830791305465,58.508051917467924,41.26971976425006,58.56734242053129,86.95755331582919
36.80631352359146,99.36934851427363,28.838736762447432,54.98219089387624,12.663731771451218,58.382947449852765,41.68021723034454,58.753477126265466,87.76741232084429
36.854044585221935,100.10958638736173,28.556028135143688,54.91604055007767,12.664829542761028,58.122820957648784,41.81980735300918,58.059195982240574,86.5137380916974
36.75975721543772,98.63309974659872,28.269473574337194,54.80232110774011,12.663870017119077,57.85323397261014,41.857616528133626,58.654989168182524,87.4442541099215
36.741361396345575,100.84653714431488,27.938564984888846,54.72863606630162,12.662811931203313,57.93473597956668,41.79639247426326,57.44841381777945,85.57313101447203
37.321490239738424,99.5699777372885,28.304905024368125,54.63846834849332,12.662154200055308,57.64783081819051,41.83228196949691,57.89679994736171,84.76061515986089
36.59386120263132,100.5124650363542,28.171281617337446,54.6121535990728,12.659492140277383,57.72440889646195,41.9056740061479,57.43009971507882,85.70785710430653
36.26379257067635,101.02790694851167,27.73716663829846,54.585217599429406,12.656616673918519,57.24599560671497,42.07355959218141,56.66354706911832,85.29146643157205
36.32697923835513,100.47792714202104,27.532167217448894,54.58093775349501,12.653660440596441,57.60018877508641,41.98687535778529,57.32621125202068,86.13208236942087
36.36484012371322,100.9652038872333,27.0002288874606,54.72012323292002,12.651240753648013,57.83754724057667,42.36407529239851,57.28463372903665,86.19925747897102
36.314364017180964,98.11626801712941,26.754658699565894,54.61455275872,12.653945614686052,57.720920602071516,42.00199060024144,58.829103234944114,88.47532510421908
36.756040189172964,99.71690025933452,26.951262983227586,54.48240169767388,12.645236161665027,57.531735205673584,42.37956579713577,57.69506979865034,85.51971193217175
36.45357567041805,101.34420410694355,26.7594871980278,54.42784719856856,12.639194294313551,57.305612681522604,42.923645523010876,56.54552540671276,84.42659355078965
